9.75000	25.200	0.000
10.96900	25.200	0.000
11.77300	25.200	0.000
12.98300	25.200	0.000
13.79400	25.200	0.000
15.00400	25.200	0.000
15.81600	25.200	0.000
17.02700	25.200	0.000
17.83700	25.200	0.000
19.04800	25.200	0.000
19.85700	25.200	0.000
20.66900	25.200	0.000
21.87900	25.200	0.000
22.68900	25.200	0.000
23.90000	25.200	0.000
24.75800	25.200	0.000
25.97300	25.200	0.000
26.78200	25.200	0.000
27.99400	25.200	0.000
28.80200	25.200	0.000
30.01700	25.200	0.000
30.82500	25.200	0.000
32.03700	25.200	0.000
32.84600	25.200	0.000
34.06000	25.200	0.000
34.86700	25.200	0.000
35.67500	25.200	0.000
36.88900	25.200	0.000
37.69700	25.200	0.000
38.90900	25.200	0.000
39.72000	25.200	0.000
40.93100	25.300	0.000
41.79000	25.400	0.000
43.00300	25.500	0.000
43.81200	25.500	0.000
45.02600	25.800	0.000
45.83400	25.800	0.000
47.04700	25.800	0.000
47.85600	25.900	0.000
49.06700	26.100	0.000
49.87700	26.100	0.000
50.68500	26.100	0.000
51.89700	26.200	0.000
52.70600	26.300	0.000
53.92000	26.400	0.000
54.72700	26.400	0.000
55.94000	26.500	0.000
56.75000	26.600	0.000
57.96200	26.700	0.000
58.77100	26.800	0.000
59.98200	26.800	0.000
60.79300	26.900	0.000
62.00500	26.900	0.000
62.81400	26.900	0.000
64.02600	26.900	0.000
64.83500	26.800	0.000
66.04700	26.900	0.000
66.85600	26.900	0.000
67.66600	26.900	0.000
68.87700	26.900	0.000
69.68800	26.900	0.000
70.90000	27.000	0.000
71.70700	27.000	0.000
72.92100	27.000	0.000
73.73100	27.100	0.000
74.94300	27.100	0.000
75.75100	27.100	0.000
77.01500	27.100	0.000
77.82300	27.200	0.000
79.03800	27.200	0.000
79.84500	27.200	0.000
81.05800	27.200	0.000
81.86700	27.200	0.000
82.67600	27.300	0.000
83.88900	27.300	0.000
84.69500	27.300	0.000
85.91000	27.400	0.000
86.71600	27.400	0.000
87.93100	27.300	0.000
88.74000	27.300	0.000
89.95300	27.300	0.000
90.76100	27.300	0.000
91.97200	27.300	0.000
92.78200	27.300	0.000
94.04500	27.300	0.000
94.85400	27.200	0.000
96.06800	27.200	0.000
96.87500	27.300	0.000
97.68400	27.300	0.000
98.89800	27.300	0.000
99.70500	27.300	0.000
100.91800	27.300	0.000
101.72700	27.400	0.000
102.94100	27.500	0.000
103.74900	27.500	0.000
104.96200	27.600	0.000
105.76900	27.700	0.000
106.98200	27.700	0.000
107.79300	27.800	0.000
109.00400	27.700	0.000
109.81300	27.800	0.000
111.02700	27.900	0.000
111.83400	27.900	0.000
113.04600	27.900	0.000
113.85500	28.000	0.000
114.66300	28.000	0.000
115.87700	28.100	0.000
116.68600	28.200	0.000
117.89800	28.400	0.000
118.70900	28.400	0.000
119.92000	28.500	0.000
120.73000	28.600	0.000
121.94000	29.000	0.000
122.75100	29.100	0.000
123.96300	29.200	0.000
124.77300	29.300	0.000
125.98500	29.800	0.000
126.79200	29.900	0.000
128.05700	30.100	0.000
128.86600	30.200	0.000
129.67500	30.600	0.000
130.88700	30.800	0.000
131.69600	30.900	0.000
132.90700	31.000	0.000
133.71600	31.400	0.000
134.92900	31.600	0.000
135.73800	31.700	0.000
136.95200	31.700	0.000
137.76100	31.900	0.000
138.97300	32.100	0.000
139.78100	32.100	0.000
140.99400	32.200	0.000
141.80300	32.300	0.000
143.01600	32.200	0.000
143.82400	32.100	0.000
145.03600	32.100	0.000
181.52200	31.300	0.000
183.14000	31.200	0.000
184.35500	31.200	0.000
185.97100	31.200	0.000
187.58900	31.100	0.000
188.80000	30.900	0.000
190.42000	30.800	0.000
192.03500	30.900	0.000
193.65400	31.000	0.000
194.86800	31.200	0.000
196.48300	31.300	0.000
198.15000	31.400	0.000
199.36300	31.700	0.000
200.98100	31.800	0.000
202.59800	32.000	0.000
203.81000	32.200	0.000
205.43000	32.200	0.000
207.04600	32.500	0.000
208.66300	32.600	0.000
209.87600	32.600	0.000
211.49300	32.600	0.000
213.11100	32.600	0.000
214.32200	32.600	0.000
215.94000	32.500	0.000
217.55800	32.500	0.000
219.17500	32.600	0.000
220.38600	32.600	0.000
222.00400	32.700	0.000
223.62000	32.600	0.000
224.83600	32.600	0.000
226.45100	32.600	0.000
228.07000	32.500	0.000
229.68500	32.400	0.000
230.89800	32.300	0.000
232.56600	32.200	0.000
234.18500	32.000	0.000
235.39500	31.800	0.000
237.01400	31.900	0.000
238.63200	32.000	0.000
239.84300	32.000	0.000
241.46100	32.100	0.000
243.08000	32.300	0.000
244.69500	32.400	0.000
245.90800	32.400	0.000
247.52700	32.400	0.000
249.19300	32.500	0.000
250.40700	32.500	0.000
252.02300	32.600	0.000
253.64000	32.600	0.000
254.85400	32.600	0.000
256.47000	32.600	0.000
258.08700	32.600	0.000
259.30000	32.600	0.000
260.91800	32.500	0.000
262.53700	32.500	0.000
264.15200	32.400	0.000
265.36600	32.300	0.000
266.98300	32.200	0.000
268.59900	32.000	0.000
269.81300	32.000	0.000
271.42900	32.000	0.000
273.04600	31.900	0.000
274.66500	32.000	0.000
275.87500	32.100	0.000
277.49400	32.100	0.000
