3.88400	25.600	0.000
4.88500	25.700	0.000
5.88500	25.700	0.000
6.88400	25.700	0.000
7.88400	25.700	0.000
8.88300	25.700	0.000
9.88400	25.700	0.000
10.88300	25.700	0.000
11.88300	25.700	0.000
12.88400	25.700	0.000
13.88300	25.700	0.000
14.88500	25.700	0.000
15.88500	25.700	0.000
16.88500	25.700	0.000
17.88400	25.700	0.000
18.88300	25.700	0.000
19.88300	25.800	0.000
20.88200	25.900	0.000
21.88500	26.000	0.000
22.88400	26.100	0.000
23.88300	26.100	0.000
24.88300	26.200	0.000
25.88300	26.500	0.000
26.88300	26.600	0.000
27.88600	26.500	0.000
28.88400	26.600	0.000
29.88500	26.700	0.000
30.88500	26.800	0.000
31.88400	26.800	0.000
32.88400	26.900	0.000
33.88300	27.100	0.000
34.88300	27.100	0.000
35.88300	27.100	0.000
36.88500	27.100	0.000
37.88300	27.100	0.000
38.88300	27.200	0.000
39.88300	27.100	0.000
40.88300	27.100	0.000
41.88500	27.000	0.000
42.88400	27.000	0.000
43.88400	27.000	0.000
44.88400	27.000	0.000
45.88400	26.900	0.000
46.88300	26.800	0.000
47.88400	26.800	0.000
123.14500	26.700	0.000
124.14300	27.200	0.000
125.14400	27.200	0.000
126.14300	27.200	0.000
127.14900	27.400	0.000
128.14600	27.500	0.000
129.14500	27.500	0.000
130.14600	27.500	0.000
131.14300	27.600	0.000
132.14300	27.600	0.000
133.14400	27.600	0.000
134.14300	27.600	0.000
135.14200	27.600	0.000
136.14200	27.500	0.000
137.14500	27.500	0.000
138.14400	27.500	0.000
139.14300	27.400	0.000
140.14600	27.300	0.000
141.14600	27.300	0.000
142.14500	27.300	0.000
143.14500	27.200	0.000
144.14500	27.200	0.000
145.14300	27.200	0.000
146.14300	27.100	0.000
147.14500	27.100	0.000
148.14300	27.000	0.000
149.14400	27.000	0.000
150.14400	27.000	0.000
151.14400	26.900	0.000
152.14400	26.900	0.000
153.14300	26.900	0.000
154.14700	26.900	0.000
155.14500	26.800	0.000
156.14300	26.800	0.000
157.14500	26.800	0.000
158.14400	26.800	0.000
159.14300	26.800	0.000
160.14400	26.800	0.000
161.14400	26.800	0.000
162.14400	26.800	0.000
163.14400	26.800	0.000
200.50500	26.700	0.000
201.50600	26.900	0.000
202.50200	26.900	0.000
203.50200	26.900	0.000
204.50300	26.800	0.000
205.50100	26.800	0.000
206.50200	26.800	0.000
207.50200	26.800	0.000
208.50000	26.800	0.000
209.50200	26.800	0.000
211.50100	26.800	0.000
212.50100	26.800	0.000
213.50100	26.700	0.000
214.50400	26.700	0.000
215.50400	26.700	0.000
216.50200	26.700	0.000
217.50200	26.700	0.000
218.50100	26.700	0.000
219.50000	26.600	0.000
220.50100	26.600	0.000
221.50100	26.600	0.000
222.50300	26.600	0.000
223.50100	26.600	0.000
224.50200	26.500	0.000
225.50200	26.500	0.000
226.50100	26.500	0.000
227.50300	26.500	0.000
228.50300	26.500	0.000
229.50400	26.500	0.000
230.50100	26.500	0.000
231.50300	26.500	0.000
232.50300	26.500	0.000
233.50100	26.500	0.000
234.50200	26.500	0.000
235.50100	26.500	0.000
236.50300	26.500	0.000
237.50200	26.500	0.000
238.50000	26.500	0.000
239.49900	26.500	0.000
240.50400	26.500	0.000
241.50200	26.500	0.000
242.50300	26.500	0.000
243.50300	26.500	0.000
244.50100	26.500	0.000
245.50300	26.500	0.000
246.50100	26.500	0.000
247.50100	26.500	0.000
248.50100	26.500	0.000
249.50100	26.400	0.000
250.50200	26.500	0.000
251.50200	26.400	0.000
252.50200	26.400	0.000
253.49900	26.400	0.000
254.50400	26.400	0.000
255.50300	26.400	0.000
256.50300	26.400	0.000
257.50100	26.400	0.000
258.50100	26.400	0.000
259.50200	26.400	0.000
260.50200	26.400	0.000
261.50200	26.400	0.000
262.50200	26.400	0.000
263.50100	26.400	0.000
264.50400	26.400	0.000
265.50100	26.400	0.000
266.50200	26.400	0.000
267.50300	26.400	0.000
268.50300	26.400	0.000
269.50400	26.400	0.000
270.50100	26.400	0.000
271.50300	26.500	0.000
272.50100	26.500	0.000
273.50200	26.500	0.000
274.50100	26.500	0.000
275.50200	26.500	0.000
276.50200	26.500	0.000
277.50200	26.600	0.000
278.50300	26.600	0.000
279.50200	26.600	0.000
280.50300	26.600	0.000
281.50400	26.700	0.000
282.50300	26.700	0.000
283.50300	26.700	0.000
284.50100	26.700	0.000
285.50100	26.700	0.000
286.50100	26.700	0.000
287.50100	26.700	0.000
288.50200	26.700	0.000
289.50200	26.700	0.000
290.50200	26.600	0.000
291.50200	26.600	0.000
292.50400	26.600	0.000
293.50200	26.600	0.000
294.50300	26.600	0.000
295.50000	26.600	0.000
296.50200	26.600	0.000
297.50100	26.600	0.000
298.50200	26.600	0.000
299.50300	26.600	0.000
300.50100	26.600	0.000
301.50200	26.500	0.000
302.50200	26.500	0.000
303.50200	26.500	0.000
304.50100	26.600	0.000
305.50200	26.500	0.000
306.50400	26.500	0.000
309.50300	26.500	0.000
310.50200	26.500	0.000
311.50200	26.500	0.000
312.50100	26.500	0.000
323.50400	26.400	0.000
324.50200	26.400	0.000
325.50300	26.400	0.000
326.50200	26.400	0.000
327.50400	26.400	0.000
328.50200	26.400	0.000
329.50000	26.400	0.000
330.50200	26.400	0.000
331.50200	26.300	0.000
332.50200	26.300	0.000
333.50400	26.300	0.000
334.50400	26.300	0.000
335.50500	26.300	0.000
336.50400	26.300	0.000
337.50200	26.300	0.000
338.50200	26.300	0.000
339.50300	26.300	0.000
340.50300	26.300	0.000
341.50100	26.300	0.000
342.50200	26.300	0.000
343.50100	26.200	0.000
344.50100	26.200	0.000
345.50100	26.200	0.000
346.50100	26.200	0.000
347.50500	26.200	0.000
348.50100	26.200	0.000
349.50300	26.200	0.000
350.50200	26.200	0.000
351.50300	26.200	0.000
352.50100	26.200	0.000
353.50100	26.200	0.000
354.50400	26.200	0.000
355.50400	26.200	0.000
356.50300	26.200	0.000
357.50200	26.200	0.000
358.50000	26.200	0.000
359.50200	26.200	0.000
360.50300	26.200	0.000
361.50200	26.200	0.000
362.50500	26.200	0.000
363.50400	26.200	0.000
364.50600	26.200	0.000
365.50200	26.200	0.000
366.50200	26.200	0.000
367.51100	26.200	0.000
368.50100	26.200	0.000
