4.28000	23.600	0.000
5.27000	23.700	0.000
6.28000	23.800	0.000
7.27100	24.300	0.000
8.26700	24.400	0.000
9.26600	24.800	0.000
10.26500	24.900	0.000
11.26500	24.900	0.000
12.26400	24.300	0.000
13.26600	24.200	0.000
14.26600	24.200	0.000
15.26500	24.200	0.000
16.26400	24.000	0.000
17.26500	24.200	0.000
18.26400	25.500	0.000
19.26500	25.500	0.000
20.26700	26.300	0.000
21.26900	26.300	0.000
22.26500	26.400	0.000
23.26600	26.300	0.000
24.26500	25.200	0.000
25.26400	24.400	0.000
26.26500	24.100	0.000
27.26500	23.100	0.000
29.26500	20.300	0.000
30.26400	19.800	0.000
31.26600	19.200	0.000
32.26700	19.000	0.000
33.26300	18.200	0.000
58.81300	18.000	0.000
61.81300	7.600	0.000
64.81200	7.000	0.000
67.81100	6.000	0.000
70.81200	5.000	0.000
